BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_019037345.1_ASM1903734v1_genomic-NZ_JAHHXU010000001.1.region001	NZ_JAHHXU010000001.1	NZ_JAHHXU010000001.1 Virgibacillus pantothenticus strain 179-I 6A1 HS NODE_1_length_540434_cov_149.232645, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019037345.1_ASM1903734v1_genomic-NZ_JAHHXU010000001.1.region002	NZ_JAHHXU010000001.1	NZ_JAHHXU010000001.1 Virgibacillus pantothenticus strain 179-I 6A1 HS NODE_1_length_540434_cov_149.232645, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037345.1_ASM1903734v1_genomic-NZ_JAHHXU010000002.1.region001	NZ_JAHHXU010000002.1	NZ_JAHHXU010000002.1 Virgibacillus pantothenticus strain 179-I 6A1 HS NODE_2_length_349138_cov_169.230728, whole genome shotgun sequence	terpene	Terpene		
GCF_019037345.1_ASM1903734v1_genomic-NZ_JAHHXU010000018.1.region001	NZ_JAHHXU010000018.1	NZ_JAHHXU010000018.1 Virgibacillus pantothenticus strain 179-I 6A1 HS NODE_18_length_99084_cov_143.756492, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037345.1_ASM1903734v1_genomic-NZ_JAHHXU010000019.1.region001	NZ_JAHHXU010000019.1	NZ_JAHHXU010000019.1 Virgibacillus pantothenticus strain 179-I 6A1 HS NODE_19_length_92126_cov_184.506154, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037345.1_ASM1903734v1_genomic-NZ_JAHHXU010000040.1.region001	NZ_JAHHXU010000040.1	NZ_JAHHXU010000040.1 Virgibacillus pantothenticus strain 179-I 6A1 HS NODE_40_length_25347_cov_204.855600, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037385.1_ASM1903738v1_genomic-NZ_JAHHXV010000001.1.region001	NZ_JAHHXV010000001.1	NZ_JAHHXV010000001.1 Virgibacillus pantothenticus strain 179-I 5A2 HS NODE_1_length_353563_cov_136.133787, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037385.1_ASM1903738v1_genomic-NZ_JAHHXV010000002.1.region001	NZ_JAHHXV010000002.1	NZ_JAHHXV010000002.1 Virgibacillus pantothenticus strain 179-I 5A2 HS NODE_2_length_349138_cov_162.702662, whole genome shotgun sequence	terpene	Terpene		
GCF_019037385.1_ASM1903738v1_genomic-NZ_JAHHXV010000005.1.region001	NZ_JAHHXV010000005.1	NZ_JAHHXV010000005.1 Virgibacillus pantothenticus strain 179-I 5A2 HS NODE_5_length_186709_cov_136.310559, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019037385.1_ASM1903738v1_genomic-NZ_JAHHXV010000020.1.region001	NZ_JAHHXV010000020.1	NZ_JAHHXV010000020.1 Virgibacillus pantothenticus strain 179-I 5A2 HS NODE_20_length_99084_cov_130.060763, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037385.1_ASM1903738v1_genomic-NZ_JAHHXV010000021.1.region001	NZ_JAHHXV010000021.1	NZ_JAHHXV010000021.1 Virgibacillus pantothenticus strain 179-I 5A2 HS NODE_21_length_92128_cov_171.084030, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037385.1_ASM1903738v1_genomic-NZ_JAHHXV010000040.1.region001	NZ_JAHHXV010000040.1	NZ_JAHHXV010000040.1 Virgibacillus pantothenticus strain 179-I 5A2 HS NODE_40_length_25348_cov_201.905109, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037665.1_ASM1903766v1_genomic-NZ_JAHHYK010000002.1.region001	NZ_JAHHYK010000002.1	NZ_JAHHYK010000002.1 Virgibacillus pantothenticus strain 179-E 7A2 HS NODE_2_length_271647_cov_135.318621, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037665.1_ASM1903766v1_genomic-NZ_JAHHYK010000003.1.region001	NZ_JAHHYK010000003.1	NZ_JAHHYK010000003.1 Virgibacillus pantothenticus strain 179-E 7A2 HS NODE_3_length_232368_cov_157.681183, whole genome shotgun sequence	terpene	Terpene		
GCF_019037665.1_ASM1903766v1_genomic-NZ_JAHHYK010000013.1.region001	NZ_JAHHYK010000013.1	NZ_JAHHYK010000013.1 Virgibacillus pantothenticus strain 179-E 7A2 HS NODE_13_length_124521_cov_132.393583, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019037665.1_ASM1903766v1_genomic-NZ_JAHHYK010000020.1.region001	NZ_JAHHYK010000020.1	NZ_JAHHYK010000020.1 Virgibacillus pantothenticus strain 179-E 7A2 HS NODE_20_length_99084_cov_130.134324, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037665.1_ASM1903766v1_genomic-NZ_JAHHYK010000022.1.region001	NZ_JAHHYK010000022.1	NZ_JAHHYK010000022.1 Virgibacillus pantothenticus strain 179-E 7A2 HS NODE_22_length_92126_cov_166.459755, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037665.1_ASM1903766v1_genomic-NZ_JAHHYK010000044.1.region001	NZ_JAHHYK010000044.1	NZ_JAHHYK010000044.1 Virgibacillus pantothenticus strain 179-E 7A2 HS NODE_44_length_25348_cov_196.221321, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037715.1_ASM1903771v1_genomic-NZ_JAHHYN010000001.1.region001	NZ_JAHHYN010000001.1	NZ_JAHHYN010000001.1 Virgibacillus pantothenticus strain 179-E 4C1 HS NODE_1_length_447362_cov_240.361217, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037715.1_ASM1903771v1_genomic-NZ_JAHHYN010000003.1.region001	NZ_JAHHYN010000003.1	NZ_JAHHYN010000003.1 Virgibacillus pantothenticus strain 179-E 4C1 HS NODE_3_length_302470_cov_228.761574, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037715.1_ASM1903771v1_genomic-NZ_JAHHYN010000004.1.region001	NZ_JAHHYN010000004.1	NZ_JAHHYN010000004.1 Virgibacillus pantothenticus strain 179-E 4C1 HS NODE_4_length_232369_cov_276.302715, whole genome shotgun sequence	terpene	Terpene		
GCF_019037715.1_ASM1903771v1_genomic-NZ_JAHHYN010000013.1.region001	NZ_JAHHYN010000013.1	NZ_JAHHYN010000013.1 Virgibacillus pantothenticus strain 179-E 4C1 HS NODE_13_length_124509_cov_228.141628, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019037715.1_ASM1903771v1_genomic-NZ_JAHHYN010000019.1.region001	NZ_JAHHYN010000019.1	NZ_JAHHYN010000019.1 Virgibacillus pantothenticus strain 179-E 4C1 HS NODE_19_length_92126_cov_248.048029, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037715.1_ASM1903771v1_genomic-NZ_JAHHYN010000042.1.region001	NZ_JAHHYN010000042.1	NZ_JAHHYN010000042.1 Virgibacillus pantothenticus strain 179-E 4C1 HS NODE_42_length_25347_cov_283.018520, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037805.1_ASM1903780v1_genomic-NZ_JAHHYS010000001.1.region001	NZ_JAHHYS010000001.1	NZ_JAHHYS010000001.1 Virgibacillus pantothenticus strain 179-D 9B1 HS NODE_1_length_447362_cov_197.867521, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037805.1_ASM1903780v1_genomic-NZ_JAHHYS010000004.1.region001	NZ_JAHHYS010000004.1	NZ_JAHHYS010000004.1 Virgibacillus pantothenticus strain 179-D 9B1 HS NODE_4_length_210430_cov_189.330682, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037805.1_ASM1903780v1_genomic-NZ_JAHHYS010000006.1.region001	NZ_JAHHYS010000006.1	NZ_JAHHYS010000006.1 Virgibacillus pantothenticus strain 179-D 9B1 HS NODE_6_length_167461_cov_214.232215, whole genome shotgun sequence	terpene	Terpene		
GCF_019037805.1_ASM1903780v1_genomic-NZ_JAHHYS010000013.1.region001	NZ_JAHHYS010000013.1	NZ_JAHHYS010000013.1 Virgibacillus pantothenticus strain 179-D 9B1 HS NODE_13_length_124509_cov_191.319058, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019037805.1_ASM1903780v1_genomic-NZ_JAHHYS010000019.1.region001	NZ_JAHHYS010000019.1	NZ_JAHHYS010000019.1 Virgibacillus pantothenticus strain 179-D 9B1 HS NODE_19_length_92126_cov_225.797727, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037805.1_ASM1903780v1_genomic-NZ_JAHHYS010000046.1.region001	NZ_JAHHYS010000046.1	NZ_JAHHYS010000046.1 Virgibacillus pantothenticus strain 179-D 9B1 HS NODE_46_length_25347_cov_244.846221, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037815.1_ASM1903781v1_genomic-NZ_JAHHYR010000001.1.region001	NZ_JAHHYR010000001.1	NZ_JAHHYR010000001.1 Virgibacillus pantothenticus strain 179-D 9B3 HS NODE_1_length_353563_cov_218.162801, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037815.1_ASM1903781v1_genomic-NZ_JAHHYR010000003.1.region001	NZ_JAHHYR010000003.1	NZ_JAHHYR010000003.1 Virgibacillus pantothenticus strain 179-D 9B3 HS NODE_3_length_232368_cov_238.790775, whole genome shotgun sequence	terpene	Terpene		
GCF_019037815.1_ASM1903781v1_genomic-NZ_JAHHYR010000006.1.region001	NZ_JAHHYR010000006.1	NZ_JAHHYR010000006.1 Virgibacillus pantothenticus strain 179-D 9B3 HS NODE_6_length_210430_cov_214.021388, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037815.1_ASM1903781v1_genomic-NZ_JAHHYR010000020.1.region001	NZ_JAHHYR010000020.1	NZ_JAHHYR010000020.1 Virgibacillus pantothenticus strain 179-D 9B3 HS NODE_20_length_92126_cov_235.770535, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037815.1_ASM1903781v1_genomic-NZ_JAHHYR010000043.1.region001	NZ_JAHHYR010000043.1	NZ_JAHHYR010000043.1 Virgibacillus pantothenticus strain 179-D 9B3 HS NODE_43_length_25347_cov_260.560348, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037865.1_ASM1903786v1_genomic-NZ_JAHHYU010000001.1.region001	NZ_JAHHYU010000001.1	NZ_JAHHYU010000001.1 Virgibacillus pantothenticus strain 179-D 7D1 HS NODE_1_length_447362_cov_284.666425, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037865.1_ASM1903786v1_genomic-NZ_JAHHYU010000002.1.region001	NZ_JAHHYU010000002.1	NZ_JAHHYU010000002.1 Virgibacillus pantothenticus strain 179-D 7D1 HS NODE_2_length_418566_cov_267.016550, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037865.1_ASM1903786v1_genomic-NZ_JAHHYU010000007.1.region001	NZ_JAHHYU010000007.1	NZ_JAHHYU010000007.1 Virgibacillus pantothenticus strain 179-D 7D1 HS NODE_7_length_169235_cov_346.500993, whole genome shotgun sequence	terpene	Terpene		
GCF_019037865.1_ASM1903786v1_genomic-NZ_JAHHYU010000012.1.region001	NZ_JAHHYU010000012.1	NZ_JAHHYU010000012.1 Virgibacillus pantothenticus strain 179-D 7D1 HS NODE_12_length_146243_cov_269.149488, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019037865.1_ASM1903786v1_genomic-NZ_JAHHYU010000020.1.region001	NZ_JAHHYU010000020.1	NZ_JAHHYU010000020.1 Virgibacillus pantothenticus strain 179-D 7D1 HS NODE_20_length_92126_cov_295.120686, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037865.1_ASM1903786v1_genomic-NZ_JAHHYU010000040.1.region001	NZ_JAHHYU010000040.1	NZ_JAHHYU010000040.1 Virgibacillus pantothenticus strain 179-D 7D1 HS NODE_40_length_25348_cov_413.451624, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037875.1_ASM1903787v1_genomic-NZ_JAHHYV010000002.1.region001	NZ_JAHHYV010000002.1	NZ_JAHHYV010000002.1 Virgibacillus pantothenticus strain 179-D 6C1 HS NODE_2_length_302470_cov_138.859203, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037875.1_ASM1903787v1_genomic-NZ_JAHHYV010000003.1.region001	NZ_JAHHYV010000003.1	NZ_JAHHYV010000003.1 Virgibacillus pantothenticus strain 179-D 6C1 HS NODE_3_length_271647_cov_140.766900, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037875.1_ASM1903787v1_genomic-NZ_JAHHYV010000004.1.region001	NZ_JAHHYV010000004.1	NZ_JAHHYV010000004.1 Virgibacillus pantothenticus strain 179-D 6C1 HS NODE_4_length_232369_cov_156.359588, whole genome shotgun sequence	terpene	Terpene		
GCF_019037875.1_ASM1903787v1_genomic-NZ_JAHHYV010000020.1.region001	NZ_JAHHYV010000020.1	NZ_JAHHYV010000020.1 Virgibacillus pantothenticus strain 179-D 6C1 HS NODE_20_length_92128_cov_170.563372, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037875.1_ASM1903787v1_genomic-NZ_JAHHYV010000042.1.region001	NZ_JAHHYV010000042.1	NZ_JAHHYV010000042.1 Virgibacillus pantothenticus strain 179-D 6C1 HS NODE_42_length_25347_cov_190.374001, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019037945.1_ASM1903794v1_genomic-NZ_JAHHYW010000001.1.region001	NZ_JAHHYW010000001.1	NZ_JAHHYW010000001.1 Virgibacillus pantothenticus strain 179-D 5C1 HS NODE_1_length_393745_cov_163.630979, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019037945.1_ASM1903794v1_genomic-NZ_JAHHYW010000002.1.region001	NZ_JAHHYW010000002.1	NZ_JAHHYW010000002.1 Virgibacillus pantothenticus strain 179-D 5C1 HS NODE_2_length_232368_cov_203.732796, whole genome shotgun sequence	terpene	Terpene		
GCF_019037945.1_ASM1903794v1_genomic-NZ_JAHHYW010000006.1.region001	NZ_JAHHYW010000006.1	NZ_JAHHYW010000006.1 Virgibacillus pantothenticus strain 179-D 5C1 HS NODE_6_length_210430_cov_158.367031, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019037945.1_ASM1903794v1_genomic-NZ_JAHHYW010000021.1.region001	NZ_JAHHYW010000021.1	NZ_JAHHYW010000021.1 Virgibacillus pantothenticus strain 179-D 5C1 HS NODE_21_length_92126_cov_196.315137, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019037945.1_ASM1903794v1_genomic-NZ_JAHHYW010000042.1.region001	NZ_JAHHYW010000042.1	NZ_JAHHYW010000042.1 Virgibacillus pantothenticus strain 179-D 5C1 HS NODE_42_length_25347_cov_248.793550, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019038005.1_ASM1903800v1_genomic-NZ_JAHHZB010000002.1.region001	NZ_JAHHZB010000002.1	NZ_JAHHZB010000002.1 Virgibacillus pantothenticus strain 179-C4.1 HS NODE_2_length_271647_cov_203.210156, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_019038005.1_ASM1903800v1_genomic-NZ_JAHHZB010000005.1.region001	NZ_JAHHZB010000005.1	NZ_JAHHZB010000005.1 Virgibacillus pantothenticus strain 179-C4.1 HS NODE_5_length_210430_cov_200.253289, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019038005.1_ASM1903800v1_genomic-NZ_JAHHZB010000009.1.region001	NZ_JAHHZB010000009.1	NZ_JAHHZB010000009.1 Virgibacillus pantothenticus strain 179-C4.1 HS NODE_9_length_167461_cov_220.463796, whole genome shotgun sequence	terpene	Terpene		
GCF_019038005.1_ASM1903800v1_genomic-NZ_JAHHZB010000015.1.region001	NZ_JAHHZB010000015.1	NZ_JAHHZB010000015.1 Virgibacillus pantothenticus strain 179-C4.1 HS NODE_15_length_119345_cov_202.879389, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_019038005.1_ASM1903800v1_genomic-NZ_JAHHZB010000020.1.region001	NZ_JAHHZB010000020.1	NZ_JAHHZB010000020.1 Virgibacillus pantothenticus strain 179-C4.1 HS NODE_20_length_92126_cov_225.797999, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019038005.1_ASM1903800v1_genomic-NZ_JAHHZB010000044.1.region001	NZ_JAHHZB010000044.1	NZ_JAHHZB010000044.1 Virgibacillus pantothenticus strain 179-C4.1 HS NODE_44_length_25348_cov_242.283289, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_019837165.1_ASM1983716v1_genomic-NZ_JAGYHC010000001.1.region001	NZ_JAGYHC010000001.1	NZ_JAGYHC010000001.1 Virgibacillus saliphilus strain NKC19-3 contig_1, whole genome shotgun sequence	terpene	Terpene		
GCF_019837165.1_ASM1983716v1_genomic-NZ_JAGYHC010000001.1.region002	NZ_JAGYHC010000001.1	NZ_JAGYHC010000001.1 Virgibacillus saliphilus strain NKC19-3 contig_1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_019837165.1_ASM1983716v1_genomic-NZ_JAGYHC010000001.1.region003	NZ_JAGYHC010000001.1	NZ_JAGYHC010000001.1 Virgibacillus saliphilus strain NKC19-3 contig_1, whole genome shotgun sequence	T3PKS	PKSother		
GCF_019837165.1_ASM1983716v1_genomic-NZ_JAGYHC010000001.1.region004	NZ_JAGYHC010000001.1	NZ_JAGYHC010000001.1 Virgibacillus saliphilus strain NKC19-3 contig_1, whole genome shotgun sequence	ectoine	Others		
GCF_021391295.1_ASM2139129v1_genomic-NZ_CP090006.1.region001	NZ_CP090006.1	NZ_CP090006.1 Virgibacillus halodenitrificans strain ASH15 chromosome, complete genome	T3PKS	PKSother		
GCF_021391295.1_ASM2139129v1_genomic-NZ_CP090006.1.region002	NZ_CP090006.1	NZ_CP090006.1 Virgibacillus halodenitrificans strain ASH15 chromosome, complete genome	terpene	Terpene		
GCF_021391295.1_ASM2139129v1_genomic-NZ_CP090006.1.region003	NZ_CP090006.1	NZ_CP090006.1 Virgibacillus halodenitrificans strain ASH15 chromosome, complete genome	T3PKS	PKSother		
GCF_021391295.1_ASM2139129v1_genomic-NZ_CP090006.1.region004	NZ_CP090006.1	NZ_CP090006.1 Virgibacillus halodenitrificans strain ASH15 chromosome, complete genome	ectoine	Others		
GCF_021391295.1_ASM2139129v1_genomic-NZ_CP090006.1.region005	NZ_CP090006.1	NZ_CP090006.1 Virgibacillus halodenitrificans strain ASH15 chromosome, complete genome	terpene	Terpene		
GCF_021560035.1_ASM2156003v1_genomic-NZ_CP074373.1.region001	NZ_CP074373.1	NZ_CP074373.1 Virgibacillus salidurans strain NKC19-16 chromosome, complete genome	terpene	Terpene		
GCF_021560035.1_ASM2156003v1_genomic-NZ_CP074373.1.region002	NZ_CP074373.1	NZ_CP074373.1 Virgibacillus salidurans strain NKC19-16 chromosome, complete genome	betalactone.T3PKS.ectoine	Others		
GCF_021560035.1_ASM2156003v1_genomic-NZ_CP074373.1.region003	NZ_CP074373.1	NZ_CP074373.1 Virgibacillus salidurans strain NKC19-16 chromosome, complete genome	T3PKS	PKSother		
GCF_021560035.1_ASM2156003v1_genomic-NZ_CP074373.1.region004	NZ_CP074373.1	NZ_CP074373.1 Virgibacillus salidurans strain NKC19-16 chromosome, complete genome	terpene	Terpene		
GCF_021991675.1_ASM2199167v1_genomic-NZ_JAGFLZ010000003.1.region001	NZ_JAGFLZ010000003.1	NZ_JAGFLZ010000003.1 Virgibacillus halodenitrificans strain FF2 3, whole genome shotgun sequence	terpene	Terpene		
GCF_021991675.1_ASM2199167v1_genomic-NZ_JAGFLZ010000008.1.region001	NZ_JAGFLZ010000008.1	NZ_JAGFLZ010000008.1 Virgibacillus halodenitrificans strain FF2 8, whole genome shotgun sequence	T3PKS	PKSother		
GCF_021991675.1_ASM2199167v1_genomic-NZ_JAGFLZ010000015.1.region001	NZ_JAGFLZ010000015.1	NZ_JAGFLZ010000015.1 Virgibacillus halodenitrificans strain FF2 15, whole genome shotgun sequence	ectoine	Others		
GCF_021991675.1_ASM2199167v1_genomic-NZ_JAGFLZ010000022.1.region001	NZ_JAGFLZ010000022.1	NZ_JAGFLZ010000022.1 Virgibacillus halodenitrificans strain FF2 22, whole genome shotgun sequence	terpene	Terpene		
GCF_021991675.1_ASM2199167v1_genomic-NZ_JAGFLZ010000033.1.region001	NZ_JAGFLZ010000033.1	NZ_JAGFLZ010000033.1 Virgibacillus halodenitrificans strain FF2 33, whole genome shotgun sequence	T3PKS	PKSother		
GCF_022810285.1_ASM2281028v1_genomic-NZ_JALGRC010000001.1.region001	NZ_JALGRC010000001.1	NZ_JALGRC010000001.1 Virgibacillus halodenitrificans strain PheN4 PheN6_1, whole genome shotgun sequence	terpene	Terpene		
GCF_022810285.1_ASM2281028v1_genomic-NZ_JALGRC010000002.1.region001	NZ_JALGRC010000002.1	NZ_JALGRC010000002.1 Virgibacillus halodenitrificans strain PheN4 PheN6_2, whole genome shotgun sequence	terpene	Terpene		
GCF_022810285.1_ASM2281028v1_genomic-NZ_JALGRC010000004.1.region001	NZ_JALGRC010000004.1	NZ_JALGRC010000004.1 Virgibacillus halodenitrificans strain PheN4 PheN6_4, whole genome shotgun sequence	T3PKS	PKSother		
GCF_022810285.1_ASM2281028v1_genomic-NZ_JALGRC010000004.1.region002	NZ_JALGRC010000004.1	NZ_JALGRC010000004.1 Virgibacillus halodenitrificans strain PheN4 PheN6_4, whole genome shotgun sequence	ectoine	Others		
GCF_022810285.1_ASM2281028v1_genomic-NZ_JALGRC010000005.1.region001	NZ_JALGRC010000005.1	NZ_JALGRC010000005.1 Virgibacillus halodenitrificans strain PheN4 PheN6_5, whole genome shotgun sequence	T3PKS	PKSother		
GCF_026013645.1_ASM2601364v1_genomic-NZ_CP110224.1.region001	NZ_CP110224.1	NZ_CP110224.1 Virgibacillus natechei strain DSM 25609 chromosome, complete genome	terpene	Terpene		
GCF_026013645.1_ASM2601364v1_genomic-NZ_CP110224.1.region002	NZ_CP110224.1	NZ_CP110224.1 Virgibacillus natechei strain DSM 25609 chromosome, complete genome	betalactone.ectoine	Others		
GCF_026013645.1_ASM2601364v1_genomic-NZ_CP110224.1.region003	NZ_CP110224.1	NZ_CP110224.1 Virgibacillus natechei strain DSM 25609 chromosome, complete genome	T3PKS	PKSother		
GCF_026013645.1_ASM2601364v1_genomic-NZ_CP110224.1.region004	NZ_CP110224.1	NZ_CP110224.1 Virgibacillus natechei strain DSM 25609 chromosome, complete genome	T3PKS	PKSother		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region001	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	terpene	Terpene		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region002	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	RRE-containing	RiPPs		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region003	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	terpene	Terpene		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region004	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	NRP-metallophore.NRPS	Others		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region005	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	T3PKS	PKSother		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region006	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	T3PKS.ectoine	Others		
GCF_027941815.1_ASM2794181v1_genomic-NZ_CP115959.1.region007	NZ_CP115959.1	NZ_CP115959.1 Virgibacillus salarius strain 19.PP.Sc1.6 chromosome	NRPS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids		
GCF_030122745.1_ASM3012274v1_genomic-NZ_CP126077.1.region001	NZ_CP126077.1	NZ_CP126077.1 Virgibacillus halodenitrificans strain ACCC02857 chromosome, complete genome	terpene	Terpene		
GCF_030122745.1_ASM3012274v1_genomic-NZ_CP126077.1.region002	NZ_CP126077.1	NZ_CP126077.1 Virgibacillus halodenitrificans strain ACCC02857 chromosome, complete genome	ectoine	Others		
GCF_030122745.1_ASM3012274v1_genomic-NZ_CP126077.1.region003	NZ_CP126077.1	NZ_CP126077.1 Virgibacillus halodenitrificans strain ACCC02857 chromosome, complete genome	T3PKS	PKSother		
GCF_030122745.1_ASM3012274v1_genomic-NZ_CP126077.1.region004	NZ_CP126077.1	NZ_CP126077.1 Virgibacillus halodenitrificans strain ACCC02857 chromosome, complete genome	terpene	Terpene		
GCF_030122745.1_ASM3012274v1_genomic-NZ_CP126077.1.region005	NZ_CP126077.1	NZ_CP126077.1 Virgibacillus halodenitrificans strain ACCC02857 chromosome, complete genome	T3PKS	PKSother		
GCF_030405945.1_ASM3040594v1_genomic-NZ_JASERV010000011.1.region001	NZ_JASERV010000011.1	NZ_JASERV010000011.1 Virgibacillus pantothenticus strain BAB3240 contig_11, whole genome shotgun sequence	T3PKS	PKSother		
GCF_030405945.1_ASM3040594v1_genomic-NZ_JASERV010000016.1.region001	NZ_JASERV010000016.1	NZ_JASERV010000016.1 Virgibacillus pantothenticus strain BAB3240 contig_16, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_030405945.1_ASM3040594v1_genomic-NZ_JASERV010000036.1.region001	NZ_JASERV010000036.1	NZ_JASERV010000036.1 Virgibacillus pantothenticus strain BAB3240 contig_36, whole genome shotgun sequence	terpene	Terpene		
GCF_030405945.1_ASM3040594v1_genomic-NZ_JASERV010000052.1.region001	NZ_JASERV010000052.1	NZ_JASERV010000052.1 Virgibacillus pantothenticus strain BAB3240 contig_52, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_030405945.1_ASM3040594v1_genomic-NZ_JASERV010000135.1.region001	NZ_JASERV010000135.1	NZ_JASERV010000135.1 Virgibacillus pantothenticus strain BAB3240 contig_135, whole genome shotgun sequence	ectoine	Others		
GCF_030405945.1_ASM3040594v1_genomic-NZ_JASERV010000146.1.region001	NZ_JASERV010000146.1	NZ_JASERV010000146.1 Virgibacillus pantothenticus strain BAB3240 contig_146, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000031.1.region001	NZ_DATGUE010000031.1	NZ_DATGUE010000031.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_1051751, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000042.1.region001	NZ_DATGUE010000042.1	NZ_DATGUE010000042.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_821863, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000071.1.region001	NZ_DATGUE010000071.1	NZ_DATGUE010000071.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_946903, whole genome shotgun sequence	betalactone	Others		
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000081.1.region001	NZ_DATGUE010000081.1	NZ_DATGUE010000081.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_950610, whole genome shotgun sequence	betalactone	Others		
